Gene.ID,Gene.Name,Undifferentiated ,Differentiated,FDR,AveExpr,P value,SRR3133925_nodiff_rep1,SRR3133926_nodiff_rep2,SRR3133927_nodiff_rep3,SRR3133928_diff_rep1,SRR3133929_diff_rep2,SRR3133930_diff_rep3,SRR3133925_nodiff_rep1 CPM,SRR3133926_nodiff_rep2 CPM,SRR3133927_nodiff_rep3 CPM,SRR3133928_diff_rep1 CPM,SRR3133929_diff_rep2 CPM,SRR3133930_diff_rep3 CPM
ENSG00000143320,CRABP2,0,5.48623267902041,0.00000210732376718262,6.01300333098497,2.92277915004525e-10,194,206,195,9118,9570,9315,8.889,9.959,10.340,452.575,409.844,423.944
ENSG00000165895,ARHGAP42,0,4.50016538698033,0.00000210732376718262,5.34523525572428,2.75725856894579e-10,190,191,148,3573,4673,4389,8.706,9.234,7.848,177.347,200.126,199.752
ENSG00000075213,SEMA3A,0,4.16460991499681,0.0000036848490561803,6.52838112612077,7.66612147610325e-10,515,406,430,7799,8481,9122,23.598,19.628,22.801,387.106,363.207,415.160
ENSG00000181541,MAB21L2,0,3.2783147746688,0.00000405617109354743,5.2137386404522,1.12515148226004e-9,260,237,238,2290,2688,2529,11.914,11.458,12.620,113.665,115.116,115.100
ENSG00000100095,SEZ6L,0,-3.43184972311773,0.00000428284035738239,5.72657235661333,1.4850347979828e-9,4012,3629,3163,277,388,390,183.835,175.441,167.718,13.749,16.616,17.750
ENSG00000124260,MAGEA10,0,5.88108624951266,0.00000436769259902527,3.29852914201649,1.84895694556889e-9,30,25,23,1483,1723,1708,1.375,1.209,1.220,73.609,73.789,77.734
ENSG00000164946,FREM1,0,3.70673459666263,0.00000436769259902527,4.80337939754439,2.12023912574042e-9,165,171,141,2006,2452,2110,7.561,8.267,7.477,99.568,105.009,96.030
ENSG00000183654,MARCH11,0,-3.10595077610786,0.00000637133460993979,4.99232232871814,3.97656112964342e-9,2155,1910,1731,188,255,266,98.745,92.337,91.786,9.331,10.921,12.106
ENSG00000261115,TMEM178B,0,-4.14242293499245,0.00000637133460993979,4.31571283743523,3.84097027893377e-9,1865,1713,1618,75,129,108,85.457,82.813,85.795,3.723,5.525,4.915
ENSG00000171551,ECEL1,0,6.12092915937679,0.00000708670124076551,5.76538558226251,6.38884300485101e-9,193,146,83,9064,10772,9861,8.844,7.058,4.401,449.894,461.321,448.793
ENSG00000121440,PDZRN3,0,3.07351735427627,0.00000708670124076551,5.22323862730515,5.40827573559554e-9,270,268,256,2237,2536,2261,12.372,12.956,13.574,111.034,108.607,102.903
ENSG00000152377,SPOCK1,0,3.67388960474212,0.00000708670124076551,4.83425897264991,6.19679769219111e-9,148,175,171,1926,2498,2204,6.782,8.460,9.067,95.598,106.979,100.308
ENSG00000184254,ALDH1A3,0,3.06474608619582,0.00000708670124076551,5.9383375267073,5.21692005365103e-9,466,470,377,3595,4356,3605,21.353,22.722,19.990,178.439,186.550,164.071
ENSG00000143869,GDF7,0,-3.9350983108232,0.00000782485864071128,3.96015328020639,8.12911994134721e-9,1439,1265,1073,81,97,80,65.937,61.155,56.896,4.020,4.154,3.641
ENSG00000255690,TRIL,0,2.41687275134846,0.00000782485864071128,6.54339602958406,8.13958943208525e-9,905,844,748,4006,5566,4539,41.468,40.802,39.663,198.839,238.369,206.579
ENSG00000019991,HGF,0,7.85452234049534,0.0000103291981833699,3.40342673700158,1.14609688581081e-8,14,10,19,3224,3886,3319,0.641,0.483,1.007,160.024,166.422,151.054
ENSG00000074211,PPP2R2C,0,-3.01120889736025,0.0000105032653175731,4.84481845418334,1.31108721023798e-8,1829,1791,1456,168,260,236,83.807,86.584,77.205,8.339,11.135,10.741
ENSG00000135111,TBX3,0,-4.14269200932293,0.0000105032653175731,6.3666803585826,1.25650915120926e-8,9128,7182,5574,333,483,471,418.257,347.207,295.562,16.529,20.685,21.436
ENSG00000066583,ISOC1,0,-3.15272615240063,0.0000124744937117607,8.28313160554491,1.64365728518345e-8,21291,18673,17556,2330,2452,2015,975.583,902.729,930.909,115.650,105.009,91.707
ENSG00000124788,ATXN1,0,2.52607554760264,0.0000137295183428779,4.91956433884585,1.90423277987211e-8,274,258,246,1323,1642,1778,12.555,12.473,13.044,65.667,70.320,80.920
ENSG00000184613,NELL2,0,2.98049075541136,0.0000137952720282925,5.77150143844101,2.00902019829502e-8,455,417,335,2659,4101,3359,20.849,20.159,17.763,131.980,175.629,152.875
ENSG00000147255,IGSF1,0,2.23102852539347,0.0000141605039971668,7.44182060529789,2.16040976378412e-8,1815,1664,1489,7996,8230,8205,83.166,80.445,78.954,396.884,352.457,373.426
ENSG00000266074,BAHCC1,0,-4.57149361256279,0.0000141969429995692,2.53581376201481,2.26442225374544e-8,633,609,504,25,24,27,29.005,29.442,26.725,1.241,1.028,1.229
ENSG00000090932,DLL3,0,2.04610413733737,0.0000172651912265905,4.58384980249863,2.87354084215099e-8,264,248,217,934,1190,1052,12.097,11.989,11.506,46.359,50.963,47.879
ENSG00000165973,NELL1,0,9.01916785989945,0.0000173049086826085,2.12110461880435,3.00015753859371e-8,2,4,5,1799,2316,2312,0.092,0.193,0.265,89.294,99.185,105.224
ENSG00000109956,B3GAT1,0,-3.23137134857894,0.0000187952752392893,4.50289885899745,3.40162080270208e-8,1608,1540,1190,122,197,167,73.681,74.450,63.100,6.056,8.437,7.600
ENSG00000182771,GRID1,0,-3.75235381686962,0.0000187952752392893,2.58666309512598,3.51922629307081e-8,469,479,411,34,34,37,21.490,23.157,21.793,1.688,1.456,1.684
ENSG00000185664,PMEL,0,2.84671536135779,0.0000193735687905212,3.88995952102583,3.81085880808404e-8,114,124,103,699,963,939,5.224,5.995,5.462,34.695,41.241,42.736
ENSG00000139352,ASCL1,0,2.57828673639586,0.0000193735687905212,4.59364174855039,3.89621008963326e-8,213,199,197,1144,1269,1426,9.760,9.620,10.446,56.783,54.346,64.900
ENSG00000128606,LRRC17,0,5.38047300675561,0.0000195258401517977,2.60565445079592,4.06224136306472e-8,19,17,21,813,850,881,0.871,0.822,1.114,40.353,36.402,40.096
ENSG00000139329,LUM,0,3.79988573284853,0.0000203254313125856,4.89330961235873,4.36954487302465e-8,166,157,168,2331,2816,2089,7.606,7.590,8.908,115.700,120.598,95.074
ENSG00000159713,TPPP3,0,2.00310404115167,0.0000205608745509479,5.22553601715007,4.56274608620203e-8,455,367,338,1461,1755,1660,20.849,17.742,17.922,72.517,75.159,75.550
ENSG00000197093,GAL3ST4,0,2.42987176942941,0.0000207793966997022,4.8558118244842,4.75534043751853e-8,276,277,219,1411,1526,1429,12.647,13.391,11.613,70.035,65.352,65.037
ENSG00000162576,MXRA8,0,3.38479910866381,0.0000212420231264637,6.66872122616686,5.19775189076023e-8,704,732,525,7602,7349,6440,32.258,35.388,27.838,377.327,314.728,293.097
ENSG00000117600,PLPPR4,0,-1.84093602737405,0.0000212420231264637,6.19668655960551,5.59555321018362e-8,3180,2829,2593,690,895,949,145.712,136.765,137.494,34.248,38.329,43.191
ENSG00000163191,S100A11,0,2.78014516219775,0.0000212420231264637,6.07742965244125,5.74506866804497e-8,630,540,435,3795,3686,4018,28.867,26.106,23.066,188.366,157.856,182.867
ENSG00000091129,NRCAM,0,-3.08997989033904,0.0000212420231264637,8.5152792562495,5.71301925080164e-8,24632,21911,19646,1938,3129,3282,1128.672,1059.267,1041.731,96.193,134.002,149.370
ENSG00000104332,SFRP1,0,3.84956962340319,0.0000212420231264637,7.28005874766698,5.17270330795534e-8,954,832,752,14691,11509,12268,43.714,40.222,39.875,729.192,492.884,558.341
ENSG00000023445,BIRC3,0,-2.40733387325217,0.0000212420231264637,3.6944726752477,5.64832672440523e-8,656,614,573,107,145,114,30.059,29.683,30.383,5.311,6.210,5.188
ENSG00000172572,PDE3A,0,2.38914431841405,0.0000216522748031368,7.12119559210393,6.00617886356084e-8,1405,1271,1096,7061,7056,6561,64.379,61.445,58.116,350.475,302.180,298.604
ENSG00000138795,LEF1,0,-2.88346193005466,0.0000249420080104386,3.79407368961319,7.43763068272442e-8,842,751,726,119,113,100,38.582,36.306,38.496,5.907,4.839,4.551
ENSG00000083857,FAT1,0,2.21872475290116,0.0000249420080104386,8.84131462869168,7.29627050769884e-8,4966,4489,3757,20661,20541,23043,227.549,217.017,199.215,1025.515,879.687,1048.732
ENSG00000186897,C1QL4,0,2.28350068557874,0.0000249420080104386,3.68552861072713,7.12299910135416e-8,132,124,104,524,659,669,6.048,5.995,5.515,26.009,28.222,30.447
ENSG00000169213,RAB3B,0,1.51546221963179,0.0000264465951350149,5.29386646447492,8.25309834310453e-8,522,468,444,1234,1608,1484,23.919,22.625,23.543,61.250,68.864,67.540
ENSG00000182836,PLCXD3,0,-2.43259002048735,0.0000264465951350149,6.15238329041418,8.1046310912e-8,3519,3287,3417,501,813,706,161.245,158.907,181.187,24.867,34.817,32.131
ENSG00000169302,STK32A,0,3.44236077791368,0.0000277856761829265,2.95530482446951,8.8636692400459e-8,51,48,45,459,574,638,2.337,2.321,2.386,22.783,24.582,29.037
ENSG00000124942,AHNAK,0,1.95858149865594,0.0000278284014833789,8.99270442800567,9.0702834238475e-8,6292,5273,4525,17811,24481,23485,288.308,254.918,239.939,884.054,1048.421,1068.848
ENSG00000139629,GALNT6,0,2.04085069022962,0.0000280321478993069,5.98910457835615,9.33108945330602e-8,643,681,610,2707,2778,2869,29.463,32.922,32.345,134.363,118.970,130.574
ENSG00000114200,BCHE,0,3.01470408530628,0.0000297821650465651,2.68369504802272,1.01201531711629e-7,54,40,45,354,420,413,2.474,1.934,2.386,17.571,17.987,18.796
ENSG00000114541,FRMD4B,0,2.80769022339681,0.0000320300195121582,3.07984242068072,1.1106109400887e-7,77,61,59,427,562,471,3.528,2.949,3.128,21.194,24.068,21.436
ENSG00000166482,MFAP4,0,2.07443142428908,0.0000320628609715099,7.3725040926509,1.13398468068447e-7,1694,1748,1548,7353,7137,7566,77.621,84.505,82.083,364.968,305.649,344.343
ENSG00000171303,KCNK3,0,-3.02579294542019,0.0000321125021734717,4.2805298516288,1.18422818696173e-7,1303,1162,963,161,134,149,59.705,56.176,51.063,7.991,5.739,6.781
ENSG00000152527,PLEKHH2,0,2.86124675805029,0.0000321125021734717,3.63295766870978,1.17075409946732e-7,98,100,85,708,788,678,4.490,4.834,4.507,35.142,33.747,30.857
ENSG00000132256,TRIM5,0,4.31686577142673,0.0000321125021734717,2.24608495371572,1.20254862508146e-7,19,27,19,428,510,438,0.871,1.305,1.007,21.244,21.841,19.934
ENSG00000175745,NR2F1,0,1.66112173442782,0.0000323166872694461,7.07465175214578,1.23755088452969e-7,1584,1580,1515,4932,5299,5321,72.581,76.384,80.333,244.801,226.935,242.169
ENSG00000186480,INSIG1,0,1.78703741381883,0.0000323166872694461,4.8491915340004,1.25501698133771e-7,336,310,311,1093,1232,1150,15.396,14.987,16.491,54.251,52.762,52.339
ENSG00000132164,SLC6A11,0,-4.21561426917922,0.0000345438020051549,2.38307754702269,1.40809521652183e-7,502,472,427,16,38,27,23.002,22.818,22.642,0.794,1.627,1.229
ENSG00000087116,ADAMTS2,0,2.79417057228495,0.0000345438020051549,3.59064244362065,1.38782506256071e-7,117,95,73,642,759,668,5.361,4.593,3.871,31.866,32.505,30.402
ENSG00000133794,ARNTL,0,-1.88989115515691,0.0000345438020051549,4.25862007027365,1.41337331366445e-7,802,789,684,206,237,203,36.749,38.143,36.269,10.225,10.150,9.239
ENSG00000166206,GABRB3,0,-3.31996542526801,0.0000390073493308813,5.25080121082309,1.65010284964199e-7,2676,2459,2355,163,348,303,122.618,118.878,124.874,8.091,14.903,13.790
ENSG00000149929,HIRIP3,0,-1.51594639623884,0.0000390073493308813,5.499254007431,1.62361140625242e-7,1727,1614,1401,472,656,621,79.134,78.027,74.288,23.428,28.094,28.263
ENSG00000170091,NSG2,0,-2.50198706339825,0.0000398272427914984,7.01353729285331,1.76755540199589e-7,7017,6298,5752,849,1310,1446,321.529,304.471,305.000,42.140,56.102,65.810
ENSG00000188158,NHS,0,2.26633866156146,0.0000398272427914984,4.06942214424127,1.72971913835763e-7,163,142,168,721,892,779,7.469,6.865,8.908,35.787,38.201,35.454
ENSG00000135406,PRPH,0,4.04469849750465,0.0000398272427914984,1.85288766842955,1.76764461765319e-7,22,15,17,282,323,350,1.008,0.725,0.901,13.997,13.833,15.929
ENSG00000183098,GPC6,0,2.01870642942871,0.0000410192017017516,5.68604422795492,1.84899314189588e-7,556,508,515,2183,2168,2372,25.477,24.559,27.308,108.354,92.847,107.954
ENSG00000130164,LDLR,0,2.14596846835552,0.0000411406774273207,6.00838436773849,1.88299910555005e-7,694,668,536,2982,2937,2869,31.800,32.294,28.421,148.012,125.780,130.574
ENSG00000175785,PRIMA1,0,-1.95751991962313,0.0000412579178092685,3.86770708381164,1.91697676367614e-7,614,614,553,126,182,176,28.134,29.683,29.323,6.254,7.794,8.010
ENSG00000143036,SLC44A3,0,2.85588371714329,0.0000413353441029451,4.2143179687458,1.94923952773943e-7,139,154,132,1108,1080,1052,6.369,7.445,6.999,54.996,46.252,47.879
ENSG00000148180,GSN,0,1.93628126819215,0.0000425782298469985,5.42783965471746,2.03737715634043e-7,532,479,361,1692,1977,1812,24.377,23.157,19.142,83.983,84.667,82.468
ENSG00000091409,ITGA6,0,2.57391364275409,0.0000427093577318182,3.74147231914977,2.15826651470415e-7,120,114,103,709,727,683,5.499,5.511,5.462,35.191,31.134,31.085
ENSG00000168542,COL3A1,0,5.24632235833886,0.0000427093577318182,8.29040612111184,2.16212421249843e-7,1235,1008,920,60470,37576,31801,56.589,48.731,48.783,3001.446,1609.227,1447.325
ENSG00000166407,LMO1,0,-1.63304337198285,0.0000427093577318182,4.52871492824779,2.08738958390256e-7,923,876,723,242,321,291,42.293,42.349,38.337,12.012,13.747,13.244
ENSG00000108821,COL1A1,0,3.75735764209493,0.0000427093577318182,5.00480624857629,2.14457415650791e-7,223,202,126,2456,3120,2196,10.218,9.766,6.681,121.904,133.617,99.944
ENSG00000102057,KCND1,0,1.81552249529933,0.0000446734192089543,4.47777036336522,2.31927451237322e-7,263,259,212,863,972,882,12.051,12.521,11.241,42.835,41.627,40.142
ENSG00000175183,CSRP2,0,2.46306792702418,0.0000446734192089543,7.23431686156099,2.32351348174173e-7,1416,1278,1267,5458,9126,8968,64.883,61.784,67.183,270.909,390.829,408.151
ENSG00000148175,STOM,0,5.07825497468098,0.0000463445481405491,1.49444459892764,2.44256980491105e-7,8,15,7,326,377,361,0.367,0.725,0.371,16.181,16.145,16.430
ENSG00000115414,FN1,0,2.13480776278688,0.0000467768963361256,6.51517794358689,2.53023433718294e-7,1011,910,785,4320,4234,3893,46.325,43.993,41.625,214.424,181.325,177.178
ENSG00000250366,TUNAR,0,-7.75983501853094,0.0000467768963361256,-1.55557555072594,2.5113095997642e-7,117,101,91,0,0,0,5.361,4.883,4.825,0.000,0.000,0.000
ENSG00000169760,NLGN1,0,1.95176158560665,0.0000490223507874724,3.44044292826002,2.68569050777415e-7,131,108,102,402,523,467,6.003,5.221,5.409,19.953,22.398,21.254
ENSG00000196187,TMEM63A,0,2.34047814150631,0.00005061159792197,4.71954865318136,2.97834338617289e-7,292,258,183,1042,1422,1430,13.380,12.473,9.704,51.720,60.898,65.082
ENSG00000196542,SPTSSB,0,-3.26671028606413,0.00005061159792197,3.44741371839524,2.97114932720547e-7,699,698,700,53,77,104,32.029,33.744,37.118,2.631,3.298,4.733
ENSG00000198576,ARC,0,-3.03258419592831,0.00005061159792197,3.53941528083619,2.90019147905237e-7,710,628,727,66,106,94,32.533,30.360,38.549,3.276,4.540,4.278
ENSG00000056558,TRAF1,0,-4.61559573326725,0.00005061159792197,1.61261492023304,2.94663222931597e-7,363,320,255,14,14,11,16.633,15.470,13.521,0.695,0.600,0.501
ENSG00000042286,AIFM2,0,2.49267285836355,0.00005061159792197,3.57704581842254,2.84570368853935e-7,106,107,96,608,610,619,4.857,5.173,5.090,30.178,26.124,28.172
ENSG00000069431,ABCC9,0,2.51735724791833,0.00005061159792197,2.85577699738153,2.98334661814664e-7,65,66,55,306,404,422,2.978,3.191,2.916,15.188,17.302,19.206
ENSG00000112541,PDE10A,0,2.97913545618071,0.0000523814545960502,7.13091496912114,3.16032354358972e-7,1103,1003,979,9882,7734,8046,50.541,48.489,51.912,490.496,331.216,366.189
ENSG00000129159,KCNC1,0,-2.06061700118326,0.0000523814545960502,4.64236630086137,3.14351993307315e-7,1130,1123,919,196,322,288,51.778,54.290,48.730,9.729,13.790,13.107
ENSG00000115271,GCA,0,1.36957796631218,0.0000542919668561685,4.80288715934547,3.4593183552984e-7,379,350,343,829,1050,1045,17.366,16.920,18.188,41.148,44.967,47.560
ENSG00000135899,SP110,0,3.02236844760483,0.0000542919668561685,2.24333187251646,3.63165875832177e-7,40,28,34,273,314,289,1.833,1.354,1.803,13.550,13.447,13.153
ENSG00000144668,ITGA9,0,-1.76546896305998,0.0000542919668561685,5.90490907898655,3.76010462617703e-7,2497,2345,2012,542,768,828,114.416,113.367,106.687,26.902,32.890,37.684
ENSG00000145284,SCD5,0,1.28971032564052,0.0000542919668561685,5.6914609378543,3.54313020359617e-7,762,667,617,1483,1889,1902,34.916,32.246,32.716,73.609,80.898,86.564
ENSG00000113763,UNC5A,0,-4.07078724315833,0.0000542919668561685,3.54969053754302,3.34628536143499e-7,1080,1122,814,38,92,64,49.487,54.242,43.162,1.886,3.940,2.913
ENSG00000185345,PRKN,0,2.65323776404238,0.0000542919668561685,2.63681885714665,3.47035847135669e-7,50,52,50,273,368,377,2.291,2.514,2.651,13.550,15.760,17.158
ENSG00000157110,RBPMS,0,3.40117445656409,0.0000542919668561685,4.66474161699999,3.46919485631297e-7,182,147,153,1936,1892,1547,8.339,7.107,8.113,96.094,81.027,70.407
ENSG00000021762,OSBPL5,0,2.06476048134789,0.0000542919668561685,4.61138590107303,3.60573258270806e-7,273,274,196,1050,1132,1069,12.509,13.246,10.393,52.117,48.479,48.652
ENSG00000023171,GRAMD1B,0,-1.19563323208429,0.0000542919668561685,5.55265190829086,3.69397982493981e-7,1600,1507,1294,577,740,704,73.314,72.855,68.614,28.640,31.691,32.040
ENSG00000072422,RHOBTB1,0,1.91268270048321,0.0000542919668561685,6.04453448663219,3.55636530050768e-7,724,680,696,2801,2750,2750,33.175,32.874,36.905,139.028,117.771,125.158
ENSG00000010278,CD9,0,1.58862622174746,0.0000542919668561685,4.5928064620323,3.77721947600073e-7,317,280,263,761,956,1016,14.525,13.536,13.946,37.772,40.942,46.240
ENSG00000102580,DNAJC3,0,1.25362685412497,0.0000542919668561685,5.53072271100591,3.72119870200486e-7,642,602,604,1380,1666,1595,29.417,29.103,32.027,68.497,71.348,72.592
ENSG00000205978,NYNRIN,0,1.36191360548158,0.0000542919668561685,6.18593749270973,3.8403471701312e-7,1007,976,828,2300,2889,2418,46.142,47.184,43.905,114.161,123.724,110.048
ENSG00000160471,COX6B2,0,3.04953194883535,0.0000542919668561685,1.93292459710864,3.80283584116508e-7,26,31,24,196,261,259,1.191,1.499,1.273,9.729,11.178,11.788
ENSG00000075275,CELSR1,0,4.39191717458269,0.0000542919668561685,2.88345937494282,3.4053076377472e-7,45,36,21,687,864,669,2.062,1.740,1.114,34.099,37.002,30.447
ENSG00000138074,SLC5A6,0,-1.55384129984425,0.0000544717092018273,6.61130542482644,3.92343961666873e-7,3654,3565,3149,964,1385,1401,167.431,172.347,166.976,47.848,59.314,63.762
ENSG00000029534,ANK1,0,-1.98251828656141,0.0000544717092018273,3.63146495127593,3.92861148196258e-7,532,556,438,118,138,149,24.377,26.879,23.225,5.857,5.910,6.781
ENSG00000121966,CXCR4,0,-5.07239203887688,0.0000553690635236616,2.60178383008786,4.10852274412746e-7,768,725,708,12,43,20,35.191,35.049,37.542,0.596,1.842,0.910
ENSG00000145920,CPLX2,0,-2.49031452642923,0.0000553690635236616,6.49851380708775,4.05376750965824e-7,4770,4617,3920,566,974,1008,218.568,223.205,207.858,28.094,41.712,45.876
ENSG00000185101,ANO9,0,-2.05682924221957,0.0000553690635236616,3.85804107126465,4.07680353760457e-7,613,646,573,123,193,150,28.088,31.230,30.383,6.105,8.265,6.827
ENSG00000143153,ATP1B1,0,-1.28718781877374,0.0000565072068417144,8.0546395256362,4.28980115662377e-7,8999,8447,8209,3488,3816,3741,412.346,408.363,435.283,173.128,163.424,170.260
ENSG00000215612,HMX1,0,-4.41299782037315,0.0000565072068417144,1.34739708748104,4.31053588945116e-7,251,239,237,9,18,9,11.501,11.554,12.567,0.447,0.771,0.410
ENSG00000205542,TMSB4X,0,1.79736896420066,0.0000565072068417144,7.61559158155268,4.25185939697186e-7,2335,2123,2045,8166,7952,7600,106.993,102.634,108.436,405.322,340.552,345.891
ENSG00000137962,ARHGAP29,0,2.35288219178918,0.0000577922166924756,3.7185420911353,4.65754415102411e-7,123,123,112,646,687,600,5.636,5.946,5.939,32.064,29.421,27.307
ENSG00000138083,SIX3,0,-2.3090617062249,0.0000577922166924756,4.77020226447962,4.82856741784777e-7,1277,1331,1163,195,360,260,58.514,64.346,61.668,9.679,15.417,11.833
ENSG00000116016,EPAS1,0,1.89816269723469,0.0000577922166924756,6.5846120940195,4.50942485676872e-7,1020,1053,996,3513,3838,4760,46.738,50.906,52.813,174.369,164.366,216.637
ENSG00000163947,ARHGEF3,0,1.79294023696911,0.0000577922166924756,4.10811720041273,4.68429556675234e-7,199,207,167,564,765,772,9.118,10.007,8.855,27.994,32.762,35.135
ENSG00000102048,ASB9,0,2.85927325331393,0.0000577922166924756,1.73586238163666,4.58879737380021e-7,27,23,25,176,213,193,1.237,1.112,1.326,8.736,9.122,8.784
ENSG00000274588,DGKK,0,-4.07347313435229,0.0000577922166924756,1.35591647734194,4.48006474257227e-7,220,202,226,12,14,13,10.081,9.766,11.984,0.596,0.600,0.592
ENSG00000129422,MTUS1,0,2.64213276371419,0.0000577922166924756,6.02438846260302,4.72705186054267e-7,614,508,492,3891,3611,3094,28.134,24.559,26.088,193.131,154.644,140.814
ENSG00000107282,APBA1,0,-2.18853350751501,0.0000577922166924756,4.53988913136211,4.78421382978861e-7,1188,1052,848,226,279,207,54.436,50.858,44.965,11.218,11.948,9.421
ENSG00000106789,CORO2A,0,1.32680581512835,0.0000577922166924756,5.1555446767954,4.82688734165664e-7,513,486,396,1061,1306,1313,23.506,23.495,20.998,52.663,55.931,59.757
ENSG00000137726,FXYD6,0,1.19488056638305,0.0000577922166924756,6.00527811669671,4.84941624118554e-7,940,892,793,1967,2195,2148,43.072,43.123,42.049,97.633,94.003,97.760
ENSG00000073605,GSDMB,0,1.59266391162016,0.0000577922166924756,4.06164293093052,4.81873649489319e-7,206,214,174,557,653,677,9.439,10.346,9.226,27.647,27.965,30.812
ENSG00000013293,SLC7A14,0,-1.99402633718845,0.0000585322897785859,3.8850946414572,4.95210773438799e-7,692,626,510,150,156,175,31.708,30.263,27.043,7.445,6.681,7.965
ENSG00000107984,DKK1,0,-1.62532062989895,0.0000586356500275742,7.74050250702297,5.00151522426604e-7,7928,7347,7921,2409,2617,2892,363.272,355.184,420.012,119.571,112.075,131.621
ENSG00000125966,MMP24,0,-1.89128414240998,0.0000614874409856507,5.41534118874787,5.28740824009756e-7,1881,1715,1506,364,510,587,86.190,82.910,79.856,18.067,21.841,26.716
ENSG00000115207,GTF3C2,0,-1.03629765377045,0.0000634197253771048,6.60396567196977,5.49754900980451e-7,3043,2925,2645,1251,1619,1561,139.434,141.406,140.251,62.094,69.335,71.044
ENSG00000145476,CYP4V2,0,1.31196479704495,0.0000647346542775695,5.55612308764926,5.68409357236477e-7,647,671,532,1474,1702,1642,29.646,32.439,28.209,73.162,72.890,74.731
ENSG00000172893,DHCR7,0,1.12428034682339,0.0000647346542775695,6.24137485793503,5.70131837257374e-7,1128,1095,947,2181,2710,2382,51.687,52.937,50.215,108.255,116.058,108.409
ENSG00000196411,EPHB4,0,1.63628945799861,0.0000663991820907733,6.20861696842704,5.89396345882038e-7,915,921,761,2748,3155,2584,41.927,44.525,40.352,136.398,135.116,117.603
ENSG00000164105,SAP30,0,-1.31135961380311,0.0000665793263885982,5.03943798282516,5.95612559232259e-7,1096,1068,1036,388,521,452,50.220,51.631,54.934,19.258,22.312,20.571
ENSG00000077782,FGFR1,0,1.35079149993421,0.0000667510423485162,6.84312079641043,6.01777774293142e-7,1588,1580,1288,3808,4183,3910,72.764,76.384,68.296,189.011,179.141,177.952
ENSG00000198208,RPS6KL1,0,-1.38147561660075,0.0000670322628075135,4.9986466529062,6.08961610803348e-7,1138,1150,913,369,459,462,52.145,55.596,48.412,18.315,19.657,21.027
ENSG00000173376,NDNF,0,2.10231874759359,0.0000701193081375022,4.11771992336372,6.4186884009364e-7,186,181,150,774,854,714,8.523,8.750,7.954,38.418,36.573,32.496
ENSG00000123080,CDKN2C,0,-1.05294086277332,0.0000709206410456768,6.2598765311645,6.71661525500236e-7,2463,2309,2060,979,1312,1182,112.858,111.626,109.232,48.593,56.188,53.795
ENSG00000072182,ASIC4,0,-1.95574121961719,0.0000709206410456768,3.91961776211484,6.6797887309011e-7,620,652,576,123,194,188,28.409,31.520,30.542,6.105,8.308,8.556
ENSG00000173040,EVC2,0,3.37835143274827,0.0000709206410456768,1.00536890074947,6.73795272070577e-7,12,12,13,125,146,148,0.550,0.580,0.689,6.204,6.253,6.736
ENSG00000056998,GYG2,0,5.66560953992658,0.0000709206410456768,1.48765518965482,6.55772164936291e-7,9,8,6,443,474,387,0.412,0.387,0.318,21.988,20.299,17.613
ENSG00000067082,KLF6,0,-1.58755981877951,0.0000709206410456768,5.24017052718508,6.62678325489869e-7,1490,1304,1252,476,498,443,68.274,63.041,66.387,23.626,21.327,20.162
ENSG00000164929,BAALC,0,1.89913819735659,0.0000715737196121574,3.60885137232259,6.89926978230921e-7,146,114,131,425,578,534,6.690,5.511,6.946,21.095,24.753,24.303
ENSG00000087253,LPCAT2,0,-1.55447359264233,0.0000715737196121574,6.06224414300477,6.88250329216933e-7,2723,2260,2131,661,946,953,124.772,109.258,112.997,32.809,40.513,43.373
ENSG00000078804,TP53INP2,0,1.20377204385044,0.0000717117187707224,6.59238453526859,6.96230279327402e-7,1315,1392,1222,2926,3313,3271,60.255,67.295,64.797,145.233,141.882,148.870
ENSG00000132768,DPH2,0,-1.03525655753552,0.0000717332914691302,6.08457855749233,7.08893707982053e-7,2111,2100,1801,888,1136,1065,96.729,101.523,95.498,44.076,48.650,48.470
ENSG00000198626,RYR2,0,4.25674586721707,0.0000717332914691302,3.09132263387539,7.02742348447994e-7,42,36,41,879,805,739,1.924,1.740,2.174,43.629,34.475,33.633
ENSG00000077348,EXOSC5,0,-1.47641507599108,0.0000717332914691302,4.49607368190548,7.163380008013e-7,895,758,685,241,326,316,41.010,36.645,36.322,11.962,13.961,14.382
ENSG00000166862,CACNG2,0,-4.8198749305729,0.0000717332914691302,1.01904868541265,7.12933861194901e-7,232,253,184,6,7,11,10.631,12.231,9.757,0.298,0.300,0.501
ENSG00000054598,FOXC1,0,2.32037474848332,0.0000720052440233685,4.54718716458885,7.24047183314038e-7,236,219,191,1090,1353,979,10.814,10.587,10.128,54.102,57.943,44.556
ENSG00000115884,SDC1,0,-1.20972344774604,0.0000769219497048043,7.50221664494191,8.04728315587451e-7,6120,5795,5146,2449,2594,2693,280.427,280.154,272.867,121.557,111.090,122.564
ENSG00000001617,SEMA3F,0,3.18924396900659,0.0000769219497048043,4.00781150174481,7.82094976378867e-7,140,123,74,1088,1096,988,6.415,5.946,3.924,54.003,46.937,44.966
ENSG00000146072,TNFRSF21,0,1.65595229018746,0.0000769219497048043,5.05329575797592,8.03213373215628e-7,410,421,328,1195,1466,1183,18.787,20.353,17.392,59.314,62.783,53.841
