Gene.ID,Gene.Name,Undifferentiated ,Differentiated,FDR,AveExpr,P value,SRR3133925_nodiff_rep1,SRR3133926_nodiff_rep2,SRR3133927_nodiff_rep3,SRR3133928_diff_rep1,SRR3133929_diff_rep2,SRR3133930_diff_rep3,SRR3133925_nodiff_rep1 CPM,SRR3133926_nodiff_rep2 CPM,SRR3133927_nodiff_rep3 CPM,SRR3133928_diff_rep1 CPM,SRR3133929_diff_rep2 CPM,SRR3133930_diff_rep3 CPM
ENSG00000136997,MYC,0,-2.89974440632347,0.000153419227616335,4.69542640924201,0.00000344714492008965,1522,1447,1449,112,305,242,69.740,69.954,76.833,5.559,13.062,11.014
ENSG00000181790,ADGRB1,0,-1.59785773810876,0.000154090172680949,5.12408510393561,0.00000347290611104774,1409,1362,1017,332,474,513,64.562,65.845,53.927,16.479,20.299,23.348
ENSG00000145248,SLC10A4,0,-0.951388915951826,0.000154528651610259,4.81998785148096,0.00000349350488383803,855,811,762,370,502,453,39.177,39.207,40.405,18.365,21.499,20.617
ENSG00000073792,IGF2BP2,0,4.6775045579747,0.000155951019335941,-0.947665978858563,0.00000353647595858896,2,2,1,45,68,58,0.092,0.097,0.053,2.234,2.912,2.640
ENSG00000148700,ADD3,0,1.19322763852836,0.000157953889171699,8.27365600301089,0.00000359284851930077,4381,4163,4094,10093,10155,10096,200.743,201.256,217.085,500.969,434.897,459.489
ENSG00000205413,SAMD9,0,2.11624931885129,0.000158230175170918,3.0742120341723,0.0000036101059383656,90,74,85,366,440,337,4.124,3.577,4.507,18.167,18.843,15.338
ENSG00000186827,TNFRSF4,0,-4.20467262660618,0.000158400858213378,-0.851678435208414,0.00000371110127548806,54,51,41,2,2,3,2.474,2.466,2.174,0.099,0.086,0.137
ENSG00000006756,ARSD,0,2.06082660960668,0.000158400858213378,4.5855020391941,0.00000367165572514553,263,261,203,1156,1014,1024,12.051,12.618,10.764,57.378,43.425,46.604
ENSG00000124313,IQSEC2,0,1.93614708232711,0.000158400858213378,4.19746780152646,0.00000371286338946753,217,194,168,819,828,693,9.943,9.379,8.908,40.651,35.460,31.540
ENSG00000147256,ARHGAP36,0,2.37689999543548,0.000158400858213378,9.41247704493139,0.00000367667734737401,6586,6239,5647,21260,40312,44303,301.780,301.619,299.433,1055.246,1726.398,2016.316
ENSG00000107105,ELAVL2,0,-2.03701096888405,0.000158400858213378,4.44022491233424,0.00000362810418790288,972,913,851,148,295,277,44.538,44.138,45.124,7.346,12.634,12.607
ENSG00000185522,LMNTD2,0,1.93626775779735,0.000158400858213378,3.63438651338679,0.00000368717808285954,168,142,91,470,575,542,7.698,6.865,4.825,23.329,24.625,24.667
ENSG00000153233,PTPRR,0,1.95070614037596,0.000158400858213378,5.00220953926243,0.0000036449635367698,360,343,303,1483,1429,1196,16.496,16.582,16.067,73.609,61.198,54.432
ENSG00000007376,RPUSD1,0,-1.04786679840628,0.000158400858213378,4.96416308517051,0.00000370735013609358,1038,945,802,403,546,468,47.563,45.685,42.526,20.003,23.383,21.300
ENSG00000105486,LIG1,0,-1.11338400714927,0.000158400858213378,6.48850657116992,0.00000370047572745568,2980,2863,2354,1056,1457,1490,136.548,138.409,124.821,52.415,62.397,67.813
ENSG00000132646,PCNA,0,-1.26570130899104,0.000159424436756246,7.35891703923489,0.00000374791151597555,5372,5254,5089,1752,2702,2530,246.152,254.000,269.845,86.961,115.716,115.145
ENSG00000105464,GRIN2D,0,2.77864635462354,0.00016160492516119,3.54032829991747,0.00000381037965012515,106,104,67,709,716,571,4.857,5.028,3.553,35.191,30.663,25.987
ENSG00000138735,PDE5A,0,2.25574463763149,0.000163723789648351,5.18722177004061,0.00000388689387269516,375,347,308,1872,1955,1396,17.183,16.775,16.332,92.917,83.725,63.535
ENSG00000170775,GPR37,0,2.43772866592513,0.000163723789648351,3.99505253834485,0.0000038952259107044,157,131,134,868,878,680,7.194,6.333,7.105,43.083,37.601,30.948
ENSG00000161835,GRASP,0,2.02031267732187,0.000163723789648351,3.98048209323842,0.00000387897753788007,210,156,125,692,743,639,9.622,7.542,6.628,34.348,31.820,29.082
ENSG00000132359,RAP1GAP2,0,-1.38418920094987,0.000163723789648351,8.31134126778054,0.0000039057547599884,11485,11322,9053,3234,4787,4959,526.258,547.352,480.036,160.521,205.008,225.694
ENSG00000138073,PREB,0,-0.905491648433151,0.000163997382715108,6.1986717583931,0.0000039236544408261,2258,2106,1862,953,1335,1224,103.465,101.813,98.733,47.302,57.173,55.707
ENSG00000158062,UBXN11,0,-1.12562305669332,0.000165413114862436,4.83947216664769,0.00000403222520803328,934,944,746,355,444,465,42.797,45.637,39.557,17.621,19.015,21.163
ENSG00000058668,ATP2B4,0,1.42594218790909,0.000165413114862436,6.57979156450624,0.00000402474407825334,1384,1193,1046,3367,3849,3007,63.417,57.674,55.464,167.122,164.837,136.854
ENSG00000163798,SLC4A1AP,0,-0.93162430801926,0.000165413114862436,5.29349287871133,0.00000400681042947606,1193,1091,1060,569,635,640,54.665,52.743,56.207,28.242,27.194,29.128
ENSG00000153208,MERTK,0,1.420891559968,0.000165413114862436,5.05779017562145,0.00000399518513805593,461,406,390,1190,1277,1078,21.124,19.628,20.680,59.066,54.689,49.062
ENSG00000131459,GFPT2,0,2.26645081306575,0.000165413114862436,2.80043804728964,0.00000403782360829247,70,69,56,332,377,289,3.207,3.336,2.969,16.479,16.145,13.153
ENSG00000055118,KCNH2,0,-1.40237474666201,0.000165413114862436,8.40101190143739,0.00000398710675757001,13303,12283,8851,3691,5159,4765,609.562,593.810,469.325,183.204,220.939,216.864
ENSG00000130159,ECSIT,0,-1.10507145510753,0.000165413114862436,5.21043128764347,0.00000399635269451544,1207,1168,992,437,655,564,55.306,56.466,52.601,21.691,28.051,25.669
ENSG00000170160,CCDC144A,0,-3.18195104085096,0.000165763832961035,0.277313356234872,0.00000405788023822782,73,77,75,6,10,9,3.345,3.722,3.977,0.298,0.428,0.410
ENSG00000185262,UBALD2,0,-1.43217246712278,0.000166606413781166,4.63087819056693,0.00000410161420889834,877,867,766,332,367,285,40.185,41.914,40.617,16.479,15.717,12.971
ENSG00000100162,CENPM,0,-1.87167719627232,0.000166606413781166,2.48276001590382,0.0000040937480210286,238,226,199,45,72,75,10.905,10.926,10.552,2.234,3.083,3.413
ENSG00000163884,KLF15,0,-1.48393243260844,0.000167236363088786,3.12640876396934,0.00000412872019830845,324,309,272,88,139,115,14.846,14.938,14.423,4.368,5.953,5.234
ENSG00000124593,AL365205.1,0,1.8195162609613,0.000167328005745268,3.01423966345623,0.00000414258655000421,92,108,68,303,361,324,4.216,5.221,3.606,15.039,15.460,14.746
ENSG00000136237,RAPGEF5,0,-1.25984200621863,0.000168732569378554,5.62008378364413,0.00000418906101508476,1753,1580,1391,523,779,791,80.325,76.384,73.758,25.959,33.361,36.000
ENSG00000142669,SH3BGRL3,0,1.16284582138698,0.000169744818439319,6.94236242924649,0.00000423467135243494,1921,1721,1461,3942,4098,3898,88.023,83.200,77.470,195.662,175.501,177.406
ENSG00000196611,MMP1,0,-5.78159230291552,0.000169744818439319,-2.54641247798747,0.00000423773471831865,33,23,22,0,0,0,1.512,1.112,1.167,0.000,0.000,0.000
ENSG00000049246,PER3,0,-1.76294540180964,0.00016992273439872,4.40097031918159,0.00000427276600213814,860,830,729,168,292,304,39.406,40.126,38.655,8.339,12.505,13.836
ENSG00000146700,SSC4D,0,3.53117627641133,0.00016992273439872,2.04996733353248,0.00000427752791863629,19,28,28,312,341,262,0.871,1.354,1.485,15.486,14.604,11.924
ENSG00000166105,GLB1L3,0,-3.90873547488947,0.00016992273439872,0.964560944925508,0.00000425821371696454,190,152,132,6,18,10,8.706,7.348,6.999,0.298,0.771,0.455
ENSG00000185621,LMLN,0,0.999177618175856,0.000172018583677782,4.34860188402345,0.00000434274021165049,315,298,276,562,647,663,14.434,14.407,14.635,27.895,27.708,30.174
ENSG00000079102,RUNX1T1,0,1.49847489055861,0.000172018583677782,3.98709924071289,0.00000435414584205204,180,207,196,514,672,549,8.248,10.007,10.393,25.513,28.779,24.986
ENSG00000014914,MTMR11,0,3.12863035192666,0.000173397441976392,3.01464802912384,0.00000442447218496869,57,59,51,577,549,438,2.612,2.852,2.704,28.640,23.511,19.934
ENSG00000038427,VCAN,0,2.86828281249051,0.000173397441976392,7.89128726003853,0.00000442272808570872,2031,1636,1780,16961,15932,9852,93.063,79.091,94.385,841.864,682.303,448.384
ENSG00000167646,DNAAF3,0,1.93519765870167,0.000173397441976392,2.18741186916851,0.00000443714674682999,47,58,39,172,214,193,2.154,2.804,2.068,8.537,9.165,8.784
ENSG00000160299,PCNT,0,-1.18554931344171,0.000173397441976392,6.4146534250426,0.00000443659440706238,2798,2763,2405,935,1445,1348,128.208,133.575,127.525,46.409,61.883,61.350
ENSG00000159674,SPON2,0,2.57656021617714,0.0001742010108615,2.54060876851756,0.0000044697901538665,61,41,45,324,301,300,2.795,1.982,2.386,16.082,12.891,13.654
ENSG00000175161,CADM2,0,-1.1478093614233,0.000174393866168212,3.97943704275475,0.00000449892636716886,506,468,476,196,244,249,23.186,22.625,25.240,9.729,10.450,11.332
ENSG00000011465,DCN,0,5.7051376741243,0.000174393866168212,2.39505236673873,0.00000449422867190414,17,16,11,911,936,657,0.779,0.774,0.583,45.218,40.085,29.901
ENSG00000164741,DLC1,0,1.59539841529189,0.000176398899626836,4.17282258996147,0.00000456288415816988,253,206,184,665,764,616,11.593,9.959,9.757,33.007,32.719,28.035
ENSG00000111348,ARHGDIB,0,5.08881132561414,0.000176623861631487,1.21613930605521,0.00000458095175105245,6,7,11,237,277,374,0.275,0.338,0.583,11.764,11.863,17.021
ENSG00000122507,BBS9,0,1.07215986735021,0.000176626199328457,4.25493212657963,0.0000046032690586787,288,260,264,555,637,605,13.197,12.569,13.999,27.548,27.280,27.535
ENSG00000197555,SIPA1L1,0,-1.57650831156284,0.000176626199328457,6.23572366402752,0.00000460550977444519,2730,2707,2612,676,1192,1034,125.092,130.867,138.502,33.553,51.048,47.059
ENSG00000112182,BACH2,0,-1.27375133130709,0.000177659981326425,5.44663441053956,0.00000464478591956049,1437,1482,1282,458,731,660,65.845,71.646,67.978,22.733,31.306,30.038
ENSG00000116183,PAPPA2,0,7.06558851107687,0.00018017175158508,4.24545355896764,0.00000472294882795841,36,35,29,2740,7461,5242,1.650,1.692,1.538,136.001,319.524,238.574
ENSG00000132196,HSD17B7,0,1.08712184090914,0.000181776391831128,4.38055892469401,0.0000048028297702954,312,288,281,622,678,670,14.296,13.923,14.900,30.873,29.036,30.493
ENSG00000198835,GJC2,0,2.14939102302199,0.000181776391831128,3.19108588793592,0.0000047903542627292,110,88,71,432,441,382,5.040,4.254,3.765,21.442,18.886,17.386
ENSG00000171223,JUNB,0,-1.40556812890225,0.000181776391831128,5.9938155076316,0.00000479280878873116,2400,2012,2011,779,1046,743,109.971,97.268,106.634,38.666,44.796,33.815
ENSG00000129646,QRICH2,0,1.01502207351871,0.00018180649513426,4.28326469709921,0.00000481623308885489,306,275,265,505,651,649,14.021,13.295,14.052,25.066,27.880,29.537
ENSG00000164104,HMGB2,0,-1.42072711584199,0.000182419408988582,8.29030701732646,0.00000485298192205003,10959,9942,10737,3129,5037,4491,502.156,480.637,569.331,155.309,215.714,204.394
ENSG00000050165,DKK3,0,1.2915036920805,0.000182419408988582,7.7317128350403,0.00000488307155822417,2962,2877,2563,7449,7016,7105,135.723,139.086,135.903,369.733,300.467,323.362
ENSG00000166801,FAM111A,0,3.08226503164686,0.000182419408988582,3.0201362209717,0.00000488165792765888,77,52,45,558,549,441,3.528,2.514,2.386,27.696,23.511,20.071
ENSG00000167766,ZNF83,0,0.911939321701399,0.000182419408988582,5.74515380329529,0.0000048751858127733,855,821,740,1461,1612,1708,39.177,39.690,39.239,72.517,69.035,77.734
ENSG00000131697,NPHP4,0,-0.954450076354829,0.000183307336069299,4.88182043589485,0.00000493208961215609,894,904,743,403,484,491,40.964,43.703,39.398,20.003,20.728,22.346
ENSG00000152894,PTPRK,0,7.9780890812572,0.000183307336069299,-1.38294074330766,0.00000493226396635838,0,0,0,87,165,154,0.000,0.000,0.000,4.318,7.066,7.009
ENSG00000213171,LINGO4,0,-2.39445329290802,0.000183703658341461,2.43665257134791,0.00000495566734360806,318,262,197,46,59,48,14.571,12.666,10.446,2.283,2.527,2.185
ENSG00000133878,DUSP26,0,-1.85312811812905,0.000184870456701635,3.6996128171152,0.00000500296901470054,558,515,463,98,175,183,25.568,24.897,24.551,4.864,7.495,8.329
ENSG00000156398,SFXN2,0,-1.20213135978677,0.000184870456701635,3.78612917344354,0.00000502560464819979,459,425,409,163,205,225,21.032,20.546,21.687,8.091,8.779,10.240
ENSG00000166111,SVOP,0,-1.50485177301382,0.000184870456701635,3.66628260093665,0.00000502325433448533,451,479,397,122,183,190,20.665,23.157,21.051,6.056,7.837,8.647
ENSG00000147065,MSN,0,-2.63190160459264,0.000186162045238409,0.768727360425699,0.00000509545636733616,99,79,83,14,15,14,4.536,3.819,4.401,0.695,0.642,0.637
ENSG00000139292,LGR5,0,1.12160659247768,0.000186162045238409,8.31712195024279,0.00000509944576069152,4814,4318,4236,10149,10179,10177,220.584,208.750,224.614,503.749,435.925,463.175
ENSG00000198768,APCDD1L,0,6.12245529252436,0.000186162045238409,0.452486000608926,0.00000509112043718194,4,5,1,264,257,228,0.183,0.242,0.053,13.104,11.006,10.377
ENSG00000131037,EPS8L1,0,1.29604730314855,0.000186268973480993,4.89821816896197,0.00000511529219822978,415,417,344,1017,1047,971,19.016,20.159,18.241,50.479,44.839,44.192
ENSG00000221866,PLXNA4,0,-2.16425530941295,0.000186292486336366,6.90463324986041,0.00000515339614482429,6461,5234,4190,1317,1430,974,296.052,253.033,222.175,65.370,61.241,44.329
ENSG00000147202,DIAPH2,0,1.37417795913763,0.000186292486336366,4.22441890892812,0.00000515353335867266,263,234,219,652,691,613,12.051,11.313,11.613,32.362,29.593,27.899
ENSG00000250067,YJEFN3,0,1.44898035832993,0.000186292486336366,5.29949022044944,0.00000515469501027808,510,482,478,1415,1319,1491,23.369,23.302,25.346,70.234,56.487,67.858
ENSG00000051620,HEBP2,0,2.08043108098466,0.000186588531110295,3.54556596523239,0.00000517582610569474,122,103,125,545,531,483,5.590,4.979,6.628,27.051,22.741,21.982
ENSG00000129250,KIF1C,0,1.35306946780724,0.000187606240286518,6.02446397683335,0.00000521706673750998,942,904,688,2216,2485,2070,43.164,43.703,36.481,109.992,106.422,94.210
ENSG00000171865,RNASEH1,0,-0.772729597983737,0.000188695408541765,7.11530263225095,0.00000526044065421564,3988,3745,3470,1928,2570,2432,182.736,181.049,183.997,95.697,110.063,110.685
ENSG00000056487,PHF21B,0,-1.90040285471046,0.000188805861491298,6.8498792824717,0.00000527661318869578,4928,5062,3883,877,1653,1474,225.808,244.718,205.897,43.530,70.791,67.085
ENSG00000117394,SLC2A1,0,-1.8619631487928,0.000189572274293207,5.99323152140833,0.00000531117883595394,2557,2714,2267,483,891,866,117.165,131.206,120.208,23.974,38.158,39.413
ENSG00000143434,SEMA6C,0,1.09498219770761,0.000190531015692039,5.98763451128749,0.00000536446549035839,924,940,819,1939,2224,1868,42.339,45.443,43.428,96.243,95.245,85.016
ENSG00000087460,GNAS,0,1.07644916623261,0.000190531015692039,11.6199854714356,0.00000535373943148997,48465,48302,37899,86267,101764,109847,2220.733,2335.116,2009.599,4281.887,4358.137,4999.351
ENSG00000137267,TUBB2A,0,1.06554881425503,0.000190797817971032,6.02530315259509,0.00000538520887061095,981,1032,783,1731,2169,2252,44.951,49.891,41.519,85.919,92.889,102.493
ENSG00000243364,EFNA4,0,2.31969982984623,0.000190821343929855,3.84465255940683,0.00000539910598636483,138,127,130,772,700,620,6.323,6.140,6.893,38.318,29.978,28.217
ENSG00000198142,SOWAHC,0,1.20467557455201,0.000191439083267639,4.33292048266005,0.00000542986026743858,292,251,277,605,743,641,13.380,12.134,14.688,30.029,31.820,29.173
ENSG00000166863,TAC3,0,4.1772787550416,0.000191660584618191,-0.622073663641316,0.00000546272540069878,3,3,2,61,64,54,0.137,0.145,0.106,3.028,2.741,2.458
ENSG00000127586,CHTF18,0,-2.05260171051002,0.000191660584618191,5.58210622838451,0.00000545365029065262,2141,2204,1738,326,655,605,98.104,106.550,92.158,16.181,28.051,27.535
ENSG00000204947,ZNF425,0,1.60441527221859,0.000191870793187611,3.37502246978421,0.00000549532854275197,131,113,122,380,381,413,6.003,5.463,6.469,18.861,16.317,18.796
ENSG00000167555,ZNF528,0,0.950908762483567,0.000191870793187611,5.84655434907002,0.00000549489815453035,902,900,759,1481,1797,1943,41.331,43.510,40.246,73.510,76.958,88.430
ENSG00000103528,SYT17,0,2.83925381241415,0.00019282365498893,2.0346906496146,0.00000553599120425915,31,29,33,254,248,211,1.420,1.402,1.750,12.607,10.621,9.603
ENSG00000116962,NID1,0,1.65555550866657,0.000193141682831296,8.41754816820458,0.00000555851583737781,4208,4116,3598,14312,14083,11191,192.816,198.984,190.784,710.380,603.117,509.324
ENSG00000141750,STAC2,0,1.33946090431155,0.000196824029375502,3.85954857040333,0.00000567814120805886,197,207,160,483,536,482,9.027,10.007,8.484,23.974,22.955,21.937
ENSG00000131351,HAUS8,0,-1.22033766418801,0.000197576283513113,3.70459002849552,0.00000571354439840278,447,412,374,144,209,206,20.482,19.918,19.831,7.147,8.951,9.375
ENSG00000174738,NR1D2,0,-1.03830910412126,0.000199604294111676,5.09411151673958,0.00000581455316090625,1065,988,966,502,552,494,48.800,47.764,51.222,24.917,23.640,22.483
ENSG00000188486,H2AFX,0,-0.983166355136442,0.000199604294111676,6.84984299928589,0.00000578674787950918,3474,3577,2990,1478,2126,1773,159.183,172.927,158.545,73.361,91.048,80.693
ENSG00000095539,SEMA4G,0,1.06747963786289,0.000199604294111676,5.5225851836438,0.00000582755948828125,664,719,582,1380,1503,1436,30.425,34.759,30.861,68.497,64.367,65.355
ENSG00000167535,CACNB3,0,0.865151542217405,0.000199604294111676,6.70963371043789,0.00000580963122125086,1734,1715,1364,2735,3329,3128,79.454,82.910,72.326,135.753,142.567,142.361
ENSG00000177272,KCNA3,0,-5.23764337418734,0.000199897716280371,-0.582977398018253,0.00000584998864565303,92,72,88,2,1,3,4.216,3.481,4.666,0.099,0.043,0.137
ENSG00000147383,NSDHL,0,0.800499252879344,0.000200106634947352,5.31289679944245,0.00000586997965206172,662,621,578,978,1283,1160,30.334,30.022,30.649,48.543,54.946,52.794
ENSG00000084676,NCOA1,0,-0.768609449270924,0.000200466986424333,5.68563521654001,0.00000591454204984749,1487,1375,1291,731,928,911,68.136,66.473,68.455,36.283,39.742,41.461
ENSG00000112531,QKI,0,1.10909054160768,0.000200466986424333,6.63751252890775,0.0000058945993010576,1463,1389,1334,2459,3571,3595,67.037,67.150,70.736,122.053,152.931,163.615
ENSG00000130203,APOE,0,2.86544459771326,0.000200466986424333,2.63527680983807,0.00000592225632571191,63,61,26,341,385,371,2.887,2.949,1.379,16.926,16.488,16.885
ENSG00000163520,FBLN2,0,1.76450208146422,0.000201745065001084,3.79052485783869,0.00000597400435197383,171,162,132,419,597,667,7.835,7.832,6.999,20.797,25.567,30.356
ENSG00000164707,SLC13A4,0,1.14792460957183,0.00020181856515879,4.66594338109771,0.00000599017655256324,366,403,291,713,903,847,16.771,19.483,15.430,35.390,38.672,38.549
ENSG00000008869,HEATR5B,0,-0.795872102500578,0.000202382806202778,5.9450811883098,0.00000606306326488211,1765,1670,1580,871,1075,1101,80.875,80.735,83.780,43.232,46.038,50.109
ENSG00000138449,SLC40A1,0,1.53891790571051,0.000202382806202778,4.02623808743653,0.00000603944758114949,203,199,186,615,584,604,9.302,9.620,9.863,30.526,25.010,27.489
ENSG00000198113,TOR4A,0,3.02440048623558,0.000202382806202778,1.24264354967869,0.00000606108701382204,15,23,13,146,142,150,0.687,1.112,0.689,7.247,6.081,6.827
ENSG00000169718,DUS1L,0,-0.937940614714807,0.000202382806202778,6.92465168426958,0.00000603433709502093,3799,3742,2911,1731,2026,1947,174.075,180.904,154.356,85.919,86.765,88.612
ENSG00000168393,DTYMK,0,-0.786157319722578,0.000202504442297421,5.60761561995666,0.00000609479389438841,1391,1351,1217,677,898,848,63.738,65.313,64.532,33.603,38.458,38.594
ENSG00000176884,GRIN1,0,-2.69914244999471,0.000202504442297421,4.80555224151594,0.00000608248088924427,1691,1654,1156,136,323,294,77.484,79.961,61.297,6.750,13.833,13.381
ENSG00000134250,NOTCH2,0,0.759322829825908,0.00020348747578645,7.43020464774474,0.00000615260329007576,2973,2777,2456,4247,5526,4863,136.227,134.252,130.230,210.801,236.656,221.325
ENSG00000084774,CAD,0,-1.14962199316578,0.00020348747578645,7.00950053565984,0.00000614886988315828,4353,4239,3338,1466,2181,2042,199.460,204.931,176.998,72.765,93.403,92.935
ENSG00000108828,VAT1,0,0.815520229074146,0.000204459954028805,8.28966253862331,0.00000619618584678139,5199,5141,4276,8264,9596,9112,238.225,248.537,226.735,410.186,410.958,414.705
ENSG00000134716,CYP2J2,0,1.37611111836227,0.000206018092083462,2.92499169953481,0.0000063488418628538,102,102,86,241,269,285,4.674,4.931,4.560,11.962,11.520,12.971
ENSG00000152133,GPATCH11,0,-1.17793188750791,0.000206018092083462,4.68641841586977,0.00000626699987350119,827,777,791,292,407,422,37.894,37.563,41.943,14.494,17.430,19.206
ENSG00000184838,PRR16,0,-3.01663422256749,0.000206018092083462,3.75369394093374,0.00000636652266121473,873,748,781,51,137,146,40.002,36.161,41.413,2.531,5.867,6.645
ENSG00000153291,SLC25A27,0,2.60389427468398,0.000206018092083462,1.10509093533941,0.00000629527254663025,21,15,17,88,132,127,0.962,0.725,0.901,4.368,5.653,5.780
ENSG00000151474,FRMD4A,0,-1.57128884213328,0.000206018092083462,4.80382980836987,0.00000634163244057956,1022,1016,928,371,398,292,46.829,49.118,49.207,18.415,17.045,13.289
ENSG00000156671,SAMD8,0,0.938064913040709,0.000206018092083462,5.79194691519114,0.00000635016485366762,866,800,805,1573,1757,1647,39.681,38.675,42.685,78.076,75.245,74.958
ENSG00000104112,SCG3,0,-1.4090477092598,0.000206018092083462,6.71636596287447,0.00000635812728977817,3851,3269,3483,1119,1406,1722,176.458,158.037,184.686,55.542,60.213,78.372
ENSG00000178607,ERN1,0,0.901635544214407,0.000206018092083462,4.85755429660709,0.0000062939135953286,466,426,417,793,906,874,21.353,20.595,22.111,39.361,38.800,39.777
ENSG00000090006,LTBP4,0,1.36914088434512,0.000206018092083462,7.4328502293363,0.00000637198814627075,2475,2524,1731,5766,6228,6025,113.408,122.020,91.786,286.197,266.720,274.209
ENSG00000106991,ENG,0,2.7362918199219,0.000206843035511798,4.17019461824524,0.00000641184721732134,161,152,118,1187,947,912,7.377,7.348,6.257,58.917,40.556,41.507
ENSG00000162458,FBLIM1,0,1.25444746508862,0.000207552591862688,6.46366979781955,0.00000644823586369515,1262,1255,1024,2967,3222,2678,57.827,60.672,54.298,147.268,137.985,121.881
ENSG00000143816,WNT9A,0,3.71317503215346,0.00020935441162229,-0.280782834403039,0.00000654018818077905,4,6,3,54,78,62,0.183,0.290,0.159,2.680,3.340,2.822
ENSG00000144583,MARCH4,0,-1.78084893493218,0.00020935441162229,5.10982747555147,0.00000656228807581657,1467,1447,1086,278,467,496,67.220,69.954,57.585,13.799,20.000,22.574
ENSG00000099284,H2AFY2,0,-0.722908560009885,0.00020935441162229,6.92639546036418,0.00000654613882287328,3386,3298,2975,1759,2304,2114,155.151,159.439,157.750,87.308,98.671,96.212
ENSG00000131873,CHSY1,0,0.882247782320843,0.00020935441162229,7.01721152447609,0.00000655903501530038,2148,1834,1919,3245,4188,4042,98.424,88.663,101.755,161.067,179.355,183.959
ENSG00000213347,MXD3,0,-1.02829865685657,0.000209423383149303,4.5407304323844,0.00000657897313222152,736,705,613,321,350,389,33.725,34.083,32.504,15.933,14.989,17.704
ENSG00000284946,AC068831.7,0,-1.65485613209137,0.000209972388216027,3.20025517737544,0.0000066107811546516,365,341,307,79,145,119,16.725,16.485,16.279,3.921,6.210,5.416
ENSG00000172985,SH3RF3,0,2.941639476243,0.000210921436048056,3.15195896347816,0.00000665528803064254,65,79,55,413,746,486,2.978,3.819,2.916,20.499,31.948,22.119
ENSG00000051596,THOC3,0,-1.15334990105936,0.000211323799953535,4.63843724852049,0.00000668263888896061,802,764,733,280,438,379,36.749,36.935,38.867,13.898,18.758,17.249
ENSG00000159842,ABR,0,-0.916478799606157,0.000212529560979486,7.86596286439205,0.00000673550689095873,7028,7029,5803,3033,4319,3775,322.033,339.811,307.705,150.544,184.965,171.808
ENSG00000112038,OPRM1,0,-3.53007893726015,0.000213323827981221,6.3842100581786,0.00000680505969981703,6097,6344,5288,253,736,782,279.373,306.695,280.397,12.558,31.520,35.590
ENSG00000167996,FTH1,0,1.00234871247299,0.000213323827981221,8.29816131807446,0.00000678378855569992,5094,4780,3935,9342,9944,9612,233.414,231.085,208.654,463.693,425.861,437.461
ENSG00000185347,TEDC1,0,-1.32030515553448,0.000213323827981221,4.56714837771255,0.00000680222989998004,881,803,650,248,392,347,40.369,38.820,34.466,12.310,16.788,15.793
ENSG00000214021,TTLL3,0,1.44900102698256,0.000213355854382223,5.46855018698222,0.00000682087717546496,577,633,456,1577,1522,1653,26.439,30.602,24.179,78.275,65.181,75.231
ENSG00000026652,AGPAT4,0,0.85402607979201,0.000215632294716406,5.73478549974328,0.00000690860750062273,823,873,752,1416,1663,1573,37.711,42.204,39.875,70.284,71.220,71.590
ENSG00000053108,FSTL4,0,-2.97264909593168,0.000217366542804475,0.626926630765261,0.00000699172920854733,96,79,93,8,14,13,4.399,3.819,4.931,0.397,0.600,0.592
ENSG00000186638,KIF24,0,-1.69772741068138,0.000217366542804475,3.77294192721483,0.00000700939267712071,548,519,464,112,218,176,25.110,25.091,24.604,5.559,9.336,8.010
ENSG00000129566,TEP1,0,0.952740660113345,0.000217366542804475,5.13870941862398,0.00000700296752390521,561,554,453,927,1097,1170,25.706,26.783,24.020,46.012,46.980,53.249
ENSG00000049130,KITLG,0,-1.14310782109623,0.000218294880790607,3.81090291845491,0.00000705446702138855,470,430,390,171,210,235,21.536,20.788,20.680,8.488,8.993,10.695
ENSG00000119283,TRIM67,0,-3.02333134548358,0.000221295626630795,4.04388437491716,0.00000719443739063825,1033,938,896,198,95,107,47.333,45.347,47.511,9.828,4.068,4.870
ENSG00000067064,IDI1,0,1.30364685204223,0.000221295626630795,5.60937760538234,0.00000721282555592744,711,610,600,1705,1623,1649,32.579,29.490,31.815,84.628,69.506,75.049
ENSG00000184497,TMEM255B,0,1.43958783371079,0.000221295626630795,4.20156243087953,0.00000720284649992483,242,250,198,669,666,634,11.089,12.086,10.499,33.206,28.522,28.855
ENSG00000196547,MAN2A2,0,-0.881784494427916,0.000221295626630795,6.50241515213908,0.00000721188471374106,2718,2764,2159,1295,1579,1471,124.542,133.623,114.481,64.278,67.622,66.948
ENSG00000181026,AEN,0,-0.81698897598812,0.000221928210797314,6.43062416378973,0.0000072642243756125,2536,2413,2135,1209,1465,1564,116.203,116.654,113.209,60.009,62.740,71.181
ENSG00000101384,JAG1,0,1.61817396527671,0.000221928210797314,3.67127187149637,0.00000725294669822397,150,154,143,471,452,528,6.873,7.445,7.583,23.378,19.357,24.030
ENSG00000162433,AK4,0,-0.904886391391826,0.000222204943676058,4.99001875485869,0.00000740415106958588,906,930,849,440,525,546,41.514,44.960,45.018,21.840,22.484,24.850
ENSG00000138095,LRPPRC,0,-1.08878240916606,0.000222204943676058,7.74663533770312,0.00000739390048020436,7089,6071,6216,2491,3718,3483,324.828,293.497,329.604,123.642,159.227,158.518
